# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    3.288288288    1.008528402    1.008443507    1.006893211
    3.303303303    1.008507308    1.008422478    1.006886829
    3.318318318    1.008486229    1.008401465    1.006880432
    3.333333333    1.008465167    1.008380469    1.006874019
    3.348348348    1.008444122    1.008359490    1.006867591
    3.363363363    1.008423094    1.008338529    1.006861148
    3.378378378    1.008402084    1.008317586    1.006854689
    3.393393393    1.008381093    1.008296662    1.006848216
    3.408408408    1.008360121    1.008275757    1.006841727
    3.423423423    1.008339169    1.008254873    1.006835224
    3.438438438    1.008318237    1.008234008    1.006828707
    3.453453453    1.008297327    1.008213165    1.006822175
    3.468468468    1.008276437    1.008192344    1.006815628
    3.483483483    1.008255570    1.008171544    1.006809067
    3.498498498    1.008234725    1.008150767    1.006802493
    3.513513514    1.008213902    1.008130014    1.006795904
    3.528528529    1.008193104    1.008109283    1.006789301
    3.543543544    1.008172329    1.008088577    1.006782685
    3.558558559    1.008151579    1.008067896    1.006776055
    3.573573574    1.008130853    1.008047240    1.006769412
    3.588588589    1.008110153    1.008026609    1.006762755
    3.603603604    1.008089479    1.008006004    1.006756085
    3.618618619    1.008068831    1.007985426    1.006749402
    3.633633634    1.008048210    1.007964874    1.006742707
    3.648648649    1.008027616    1.007944350    1.006735998
    3.663663664    1.008007049    1.007923854    1.006729277
    3.678678679    1.007986511    1.007903386    1.006722543
    3.693693694    1.007966001    1.007882947    1.006715797
    3.708708709    1.007945521    1.007862537    1.006709038
    3.723723724    1.007925069    1.007842156    1.006702267
    3.738738739    1.007904647    1.007821805    1.006695484
    3.753753754    1.007884255    1.007801484    1.006688690
    3.768768769    1.007863894    1.007781194    1.006681883
    3.783783784    1.007843564    1.007760936    1.006675065
    3.798798799    1.007823265    1.007740708    1.006668235
    3.813813814    1.007802998    1.007720513    1.006661394
    3.828828829    1.007782762    1.007700349    1.006654541
    3.843843844    1.007762559    1.007680218    1.006647678
    3.858858859    1.007742389    1.007660120    1.006640803
    3.873873874    1.007722252    1.007640056    1.006633917
    3.888888889    1.007702149    1.007620025    1.006627020
    3.903903904    1.007682079    1.007600027    1.006620113
    3.918918919    1.007662043    1.007580064    1.006613195
    3.933933934    1.007642042    1.007560136    1.006606267
    3.948948949    1.007622075    1.007540243    1.006599328
    3.963963964    1.007602144    1.007520384    1.006592380
    3.978978979    1.007582248    1.007500562    1.006585421
    3.993993994    1.007562387    1.007480775    1.006578452
    4.009009009    1.007542563    1.007461024    1.006571473
    4.024024024    1.007522774    1.007441310    1.006564484
    4.039039039    1.007503023    1.007421632    1.006557486
    4.054054054    1.007483308    1.007401991    1.006550479
    4.069069069    1.007463630    1.007382388    1.006543462
    4.084084084    1.007443990    1.007362822    1.006536435
    4.099099099    1.007424387    1.007343294    1.006529400
    4.114114114    1.007404822    1.007323803    1.006522355
    4.129129129    1.007385296    1.007304352    1.006515302
    4.144144144    1.007365807    1.007284938    1.006508240
    4.159159159    1.007346358    1.007265564    1.006501169
    4.174174174    1.007326947    1.007246228    1.006494090
    4.189189189    1.007307576    1.007226932    1.006487002
    4.204204204    1.007288243    1.007207675    1.006479906
    4.219219219    1.007268951    1.007188458    1.006472801
    4.234234234    1.007249698    1.007169281    1.006465689
    4.249249249    1.007230485    1.007150144    1.006458568
    4.264264264    1.007211312    1.007131047    1.006451440
    4.279279279    1.007192180    1.007111991    1.006444303
    4.294294294    1.007173088    1.007092975    1.006437160
    4.309309309    1.007154037    1.007074000    1.006430008
    4.324324324    1.007135027    1.007055067    1.006422849
    4.339339339    1.007116058    1.007036175    1.006415683
    4.354354354    1.007097131    1.007017324    1.006408510
    4.369369369    1.007078245    1.006998515    1.006401329
    4.384384384    1.007059401    1.006979748    1.006394142
    4.399399399    1.007040599    1.006961023    1.006386947
    4.414414414    1.007021838    1.006942339    1.006379746
    4.429429429    1.007003120    1.006923699    1.006372539
    4.444444444    1.006984445    1.006905100    1.006365324
    4.459459459    1.006965812    1.006886545    1.006358103
    4.474474474    1.006947221    1.006868032    1.006350876
    4.489489489    1.006928673    1.006849562    1.006343643
    4.504504505    1.006910168    1.006831135    1.006336403
    4.519519520    1.006891707    1.006812751    1.006329158
    4.534534535    1.006873288    1.006794410    1.006321906
    4.549549550    1.006854913    1.006776113    1.006314649
    4.564564565    1.006836581    1.006757860    1.006307386
    4.579579580    1.006818293    1.006739650    1.006300118
    4.594594595    1.006800048    1.006721484    1.006292844
    4.609609610    1.006781848    1.006703362    1.006285564
    4.624624625    1.006763691    1.006685283    1.006278279
    4.639639640    1.006745578    1.006667249    1.006270990
    4.654654655    1.006727509    1.006649259    1.006263695
    4.669669670    1.006709484    1.006631314    1.006256395
    4.684684685    1.006691504    1.006613412    1.006249090
    4.699699700    1.006673568    1.006595556    1.006241780
    4.714714715    1.006655677    1.006577743    1.006234466
    4.729729730    1.006637830    1.006559976    1.006227147
    4.744744745    1.006620028    1.006542253    1.006219823
    4.759759760    1.006602270    1.006524575    1.006212496
    4.774774775    1.006584557    1.006506942    1.006205164
    4.789789790    1.006566889    1.006489353    1.006197827
    4.804804805    1.006549266    1.006471810    1.006190487
    4.819819820    1.006531688    1.006454312    1.006183143
    4.834834835    1.006514155    1.006436859    1.006175795
    4.849849850    1.006496667    1.006419451    1.006168443
    4.864864865    1.006479224    1.006402088    1.006161087
    4.879879880    1.006461827    1.006384771    1.006153728
    4.894894895    1.006444475    1.006367499    1.006146365
    4.909909910    1.006427168    1.006350272    1.006138999
    4.924924925    1.006409906    1.006333091    1.006131629
    4.939939940    1.006392690    1.006315955    1.006124257
    4.954954955    1.006375519    1.006298865    1.006116881
    4.969969970    1.006358393    1.006281820    1.006109502
    4.984984985    1.006341313    1.006264821    1.006102120
    5.000000000    1.006324279    1.006247867    1.006094736
    5.015015015    1.006307290    1.006230959    1.006087348
    5.030030030    1.006290346    1.006214097    1.006079958
    5.045045045    1.006273449    1.006197280    1.006072566
    5.060060060    1.006256597    1.006180509    1.006065170
    5.075075075    1.006239790    1.006163784    1.006057773
    5.090090090    1.006223029    1.006147104    1.006050373
    5.105105105    1.006206314    1.006130470    1.006042971
    5.120120120    1.006189644    1.006113882    1.006035567
    5.135135135    1.006173020    1.006097339    1.006028161
    5.150150150    1.006156442    1.006080843    1.006020753
    5.165165165    1.006139909    1.006064392    1.006013343
    5.180180180    1.006123422    1.006047986    1.006005931
    5.195195195    1.006106981    1.006031627    1.005998518
    5.210210210    1.006090585    1.006015313    1.005991103
    5.225225225    1.006074235    1.005999045    1.005983686
    5.240240240    1.006057931    1.005982822    1.005976268
    5.255255255    1.006041672    1.005966645    1.005968849
    5.270270270    1.006025459    1.005950514    1.005961428
    5.285285285    1.006009291    1.005934429    1.005954006
    5.300300300    1.005993169    1.005918389    1.005946583
    5.315315315    1.005977093    1.005902395    1.005939160
    5.330330330    1.005961062    1.005886446    1.005931735
    5.345345345    1.005945077    1.005870543    1.005924309
    5.360360360    1.005929137    1.005854686    1.005916883
    5.375375375    1.005913242    1.005838874    1.005909456
    5.390390390    1.005897393    1.005823107    1.005902028
    5.405405405    1.005881590    1.005807386    1.005894600
    5.420420420    1.005865832    1.005791711    1.005887171
    5.435435435    1.005850119    1.005776081    1.005879742
    5.450450450    1.005834451    1.005760496    1.005872313
    5.465465465    1.005818829    1.005744956    1.005864883
    5.480480480    1.005803252    1.005729462    1.005857454
    5.495495495    1.005787720    1.005714013    1.005850024
    5.510510511    1.005772234    1.005698609    1.005842594
    5.525525526    1.005756792    1.005683251    1.005835165
    5.540540541    1.005741396    1.005667937    1.005827736
    5.555555556    1.005726044    1.005652668    1.005820307
    5.570570571    1.005710738    1.005637445    1.005812878
    5.585585586    1.005695476    1.005622266    1.005805449
    5.600600601    1.005680259    1.005607133    1.005798022
    5.615615616    1.005665087    1.005592044    1.005790594
    5.630630631    1.005649960    1.005577000    1.005783168
    5.645645646    1.005634878    1.005562001    1.005775742
    5.660660661    1.005619840    1.005547046    1.005768317
    5.675675676    1.005604847    1.005532136    1.005760892
    5.690690691    1.005589898    1.005517271    1.005753469
    5.705705706    1.005574994    1.005502450    1.005746046
    5.720720721    1.005560134    1.005487674    1.005738625
    5.735735736    1.005545319    1.005472942    1.005731205
    5.750750751    1.005530547    1.005458254    1.005723786
    5.765765766    1.005515820    1.005443610    1.005716368
    5.780780781    1.005501138    1.005429011    1.005708952
    5.795795796    1.005486499    1.005414456    1.005701537
    5.810810811    1.005471904    1.005399945    1.005694123
    5.825825826    1.005457353    1.005385478    1.005686711
    5.840840841    1.005442846    1.005371054    1.005679301
    5.855855856    1.005428383    1.005356675    1.005671892
    5.870870871    1.005413964    1.005342339    1.005664485
    5.885885886    1.005399588    1.005328047    1.005657080
    5.900900901    1.005385256    1.005313799    1.005649677
    5.915915916    1.005370967    1.005299594    1.005642276
    5.930930931    1.005356722    1.005285432    1.005634877
    5.945945946    1.005342520    1.005271314    1.005627480
    5.960960961    1.005328361    1.005257239    1.005620085
    5.975975976    1.005314246    1.005243208    1.005612692
    5.990990991    1.005300173    1.005229219    1.005605301
    6.006006006    1.005286144    1.005215274    1.005597913
    6.021021021    1.005272158    1.005201371    1.005590528
    6.036036036    1.005258214    1.005187511    1.005583144
    6.051051051    1.005244313    1.005173695    1.005575763
    6.066066066    1.005230455    1.005159920    1.005568385
    6.081081081    1.005216640    1.005146189    1.005561010
    6.096096096    1.005202867    1.005132500    1.005553637
    6.111111111    1.005189136    1.005118853    1.005546267
    6.126126126    1.005175448    1.005105249    1.005538900
    6.141141141    1.005161802    1.005091687    1.005531535
    6.156156156    1.005148199    1.005078167    1.005524174
    6.171171171    1.005134637    1.005064690    1.005516815
    6.186186186    1.005121117    1.005051254    1.005509460
    6.201201201    1.005107639    1.005037860    1.005502108
    6.216216216    1.005094204    1.005024508    1.005494759
    6.231231231    1.005080809    1.005011198    1.005487413
    6.246246246    1.005067457    1.004997930    1.005480070
    6.261261261    1.005054145    1.004984702    1.005472731
    6.276276276    1.005040876    1.004971517    1.005465395
    6.291291291    1.005027647    1.004958372    1.005458063
    6.306306306    1.005014460    1.004945269    1.005450734
    6.321321321    1.005001314    1.004932207    1.005443409
    6.336336336    1.004988209    1.004919187    1.005436087
    6.351351351    1.004975145    1.004906207    1.005428769
    6.366366366    1.004962122    1.004893268    1.005421455
    6.381381381    1.004949140    1.004880369    1.005414144
    6.396396396    1.004936198    1.004867512    1.005406838
    6.411411411    1.004923297    1.004854695    1.005399535
    6.426426426    1.004910436    1.004841918    1.005392236
    6.441441441    1.004897616    1.004829182    1.005384941
    6.456456456    1.004884836    1.004816486    1.005377650
    6.471471471    1.004872096    1.004803830    1.005370363
    6.486486486    1.004859396    1.004791214    1.005363081
    6.501501502    1.004846736    1.004778638    1.005355802
    6.516516517    1.004834116    1.004766102    1.005348528
    6.531531532    1.004821536    1.004753606    1.005341258
    6.546546547    1.004808995    1.004741149    1.005333993
    6.561561562    1.004796494    1.004728732    1.005326732
    6.576576577    1.004784033    1.004716354    1.005319475
    6.591591592    1.004771610    1.004704016    1.005312223
    6.606606607    1.004759227    1.004691717    1.005304975
    6.621621622    1.004746883    1.004679457    1.005297732
    6.636636637    1.004734579    1.004667236    1.005290493
    6.651651652    1.004722313    1.004655054    1.005283259
    6.666666667    1.004710086    1.004642911    1.005276030
    6.681681682    1.004697897    1.004630806    1.005268806
    6.696696697    1.004685747    1.004618741    1.005261586
    6.711711712    1.004673636    1.004606713    1.005254372
    6.726726727    1.004661563    1.004594724    1.005247162
    6.741741742    1.004649529    1.004582774    1.005239957
    6.756756757    1.004637532    1.004570861    1.005232757
    6.771771772    1.004625574    1.004558987    1.005225562
    6.786786787    1.004613654    1.004547150    1.005218372
    6.801801802    1.004601772    1.004535351    1.005211187
    6.816816817    1.004589927    1.004523591    1.005204008
    6.831831832    1.004578120    1.004511867    1.005196833
    6.846846847    1.004566351    1.004500182    1.005189664
    6.861861862    1.004554619    1.004488533    1.005182500
    6.876876877    1.004542924    1.004476922    1.005175342
    6.891891892    1.004531267    1.004465349    1.005168189
    6.906906907    1.004519647    1.004453812    1.005161041
    6.921921922    1.004508063    1.004442313    1.005153898
    6.936936937    1.004496517    1.004430850    1.005146761
    6.951951952    1.004485008    1.004419424    1.005139630
    6.966966967    1.004473535    1.004408035    1.005132504
    6.981981982    1.004462099    1.004396682    1.005125384
    6.996996997    1.004450699    1.004385366    1.005118269
    7.012012012    1.004439336    1.004374086    1.005111160
    7.027027027    1.004428009    1.004362842    1.005104057
    7.042042042    1.004416718    1.004351635    1.005096960
    7.057057057    1.004405463    1.004340463    1.005089868
    7.072072072    1.004394244    1.004329328    1.005082782
    7.087087087    1.004383061    1.004318228    1.005075702
    7.102102102    1.004371914    1.004307164    1.005068628
    7.117117117    1.004360802    1.004296135    1.005061559
    7.132132132    1.004349726    1.004285143    1.005054497
    7.147147147    1.004338685    1.004274185    1.005047441
    7.162162162    1.004327680    1.004263263    1.005040391
    7.177177177    1.004316710    1.004252375    1.005033346
    7.192192192    1.004305775    1.004241523    1.005026308
    7.207207207    1.004294875    1.004230706    1.005019276
    7.222222222    1.004284009    1.004219924    1.005012251
    7.237237237    1.004273179    1.004209176    1.005005231
    7.252252252    1.004262383    1.004198463    1.004998217
    7.267267267    1.004251621    1.004187785    1.004991210
    7.282282282    1.004240895    1.004177141    1.004984209
    7.297297297    1.004230202    1.004166531    1.004977215
    7.312312312    1.004219544    1.004155955    1.004970227
    7.327327327    1.004208919    1.004145414    1.004963245
    7.342342342    1.004198329    1.004134906    1.004956270
    7.357357357    1.004187773    1.004124433    1.004949301
    7.372372372    1.004177250    1.004113993    1.004942338
    7.387387387    1.004166762    1.004103586    1.004935382
    7.402402402    1.004156306    1.004093214    1.004928433
    7.417417417    1.004145885    1.004082874    1.004921490
    7.432432432    1.004135496    1.004072568    1.004914554
    7.447447447    1.004125141    1.004062296    1.004907624
    7.462462462    1.004114819    1.004052056    1.004900701
    7.477477477    1.004104530    1.004041849    1.004893785
    7.492492492    1.004094274    1.004031676    1.004886876
    7.507507508    1.004084051    1.004021535    1.004879973
    7.522522523    1.004073861    1.004011427    1.004873077
    7.537537538    1.004063703    1.004001351    1.004866187
    7.552552553    1.004053578    1.003991308    1.004859305
    7.567567568    1.004043485    1.003981297    1.004852429
    7.582582583    1.004033424    1.003971318    1.004845561
    7.597597598    1.004023396    1.003961372    1.004838699
    7.612612613    1.004013400    1.003951457    1.004831844
    7.627627628    1.004003435    1.003941575    1.004824996
    7.642642643    1.003993503    1.003931724    1.004818155
    7.657657658    1.003983602    1.003921905    1.004811321
    7.672672673    1.003973733    1.003912118    1.004804494
    7.687687688    1.003963896    1.003902362    1.004797674
    7.702702703    1.003954090    1.003892638    1.004790861
    7.717717718    1.003944316    1.003882945    1.004784055
    7.732732733    1.003934572    1.003873283    1.004777257
    7.747747748    1.003924860    1.003863653    1.004770465
    7.762762763    1.003915179    1.003854053    1.004763681
    7.777777778    1.003905529    1.003844484    1.004756904
    7.792792793    1.003895910    1.003834946    1.004750134
    7.807807808    1.003886321    1.003825439    1.004743371
    7.822822823    1.003876763    1.003815962    1.004736616
    7.837837838    1.003867236    1.003806516    1.004729867
    7.852852853    1.003857739    1.003797100    1.004723127
    7.867867868    1.003848273    1.003787715    1.004716393
    7.882882883    1.003838836    1.003778359    1.004709667
    7.897897898    1.003829430    1.003769034    1.004702948
    7.912912913    1.003820054    1.003759738    1.004696236
    7.927927928    1.003810708    1.003750473    1.004689532
    7.942942943    1.003801391    1.003741237    1.004682836
    7.957957958    1.003792104    1.003732031    1.004676146
    7.972972973    1.003782847    1.003722855    1.004669465
    7.987987988    1.003773620    1.003713708    1.004662790
    8.003003003    1.003764422    1.003704590    1.004656124
    8.018018018    1.003755253    1.003695502    1.004649464
    8.033033033    1.003746113    1.003686442    1.004642813
    8.048048048    1.003737003    1.003677412    1.004636168
    8.063063063    1.003727921    1.003668411    1.004629532
    8.078078078    1.003718869    1.003659439    1.004622903
    8.093093093    1.003709845    1.003650495    1.004616281
    8.108108108    1.003700850    1.003641580    1.004609668
    8.123123123    1.003691884    1.003632694    1.004603061
    8.138138138    1.003682946    1.003623836    1.004596463
    8.153153153    1.003674037    1.003615006    1.004589872
    8.168168168    1.003665156    1.003606205    1.004583289
    8.183183183    1.003656303    1.003597432    1.004576713
    8.198198198    1.003647478    1.003588687    1.004570146
    8.213213213    1.003638681    1.003579970    1.004563586
    8.228228228    1.003629913    1.003571281    1.004557034
    8.243243243    1.003621172    1.003562619    1.004550489
    8.258258258    1.003612459    1.003553986    1.004543953
    8.273273273    1.003603773    1.003545380    1.004537424
    8.288288288    1.003595115    1.003536801    1.004530903
    8.303303303    1.003586485    1.003528250    1.004524389
    8.318318318    1.003577882    1.003519726    1.004517884
    8.333333333    1.003569306    1.003511229    1.004511387
