# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    8.348348348    1.003560758    1.003502760    1.004504897
    8.363363363    1.003552236    1.003494317    1.004498415
    8.378378378    1.003543741    1.003485901    1.004491941
    8.393393393    1.003535274    1.003477513    1.004485475
    8.408408408    1.003526833    1.003469151    1.004479017
    8.423423423    1.003518419    1.003460815    1.004472567
    8.438438438    1.003510031    1.003452506    1.004466125
    8.453453453    1.003501670    1.003444224    1.004459691
    8.468468468    1.003493336    1.003435968    1.004453265
    8.483483483    1.003485027    1.003427738    1.004446847
    8.498498498    1.003476745    1.003419534    1.004440436
    8.513513514    1.003468490    1.003411357    1.004434034
    8.528528529    1.003460260    1.003403205    1.004427640
    8.543543544    1.003452056    1.003395079    1.004421254
    8.558558559    1.003443878    1.003386979    1.004414876
    8.573573574    1.003435726    1.003378905    1.004408506
    8.588588589    1.003427599    1.003370857    1.004402144
    8.603603604    1.003419498    1.003362834    1.004395790
    8.618618619    1.003411423    1.003354836    1.004389444
    8.633633634    1.003403373    1.003346864    1.004383106
    8.648648649    1.003395349    1.003338917    1.004376777
    8.663663664    1.003387349    1.003330995    1.004370455
    8.678678679    1.003379375    1.003323098    1.004364142
    8.693693694    1.003371426    1.003315226    1.004357837
    8.708708709    1.003363502    1.003307380    1.004351540
    8.723723724    1.003355602    1.003299558    1.004345251
    8.738738739    1.003347728    1.003291760    1.004338970
    8.753753754    1.003339878    1.003283988    1.004332697
    8.768768769    1.003332053    1.003276240    1.004326433
    8.783783784    1.003324252    1.003268516    1.004320177
    8.798798799    1.003316476    1.003260817    1.004313929
    8.813813814    1.003308724    1.003253142    1.004307689
    8.828828829    1.003300997    1.003245491    1.004301457
    8.843843844    1.003293294    1.003237864    1.004295234
    8.858858859    1.003285614    1.003230262    1.004289019
    8.873873874    1.003277959    1.003222683    1.004282812
    8.888888889    1.003270328    1.003215128    1.004276613
    8.903903904    1.003262720    1.003207597    1.004270423
    8.918918919    1.003255137    1.003200090    1.004264241
    8.933933934    1.003247577    1.003192606    1.004258067
    8.948948949    1.003240040    1.003185146    1.004251901
    8.963963964    1.003232528    1.003177709    1.004245744
    8.978978979    1.003225038    1.003170295    1.004239595
    8.993993994    1.003217572    1.003162905    1.004233454
    9.009009009    1.003210129    1.003155538    1.004227321
    9.024024024    1.003202710    1.003148194    1.004221197
    9.039039039    1.003195313    1.003140873    1.004215081
    9.054054054    1.003187939    1.003133575    1.004208974
    9.069069069    1.003180589    1.003126300    1.004202874
    9.084084084    1.003173261    1.003119048    1.004196784
    9.099099099    1.003165956    1.003111818    1.004190701
    9.114114114    1.003158674    1.003104611    1.004184627
    9.129129129    1.003151414    1.003097426    1.004178561
    9.144144144    1.003144177    1.003090264    1.004172503
    9.159159159    1.003136962    1.003083125    1.004166454
    9.174174174    1.003129770    1.003076007    1.004160413
    9.189189189    1.003122599    1.003068912    1.004154380
    9.204204204    1.003115451    1.003061839    1.004148356
    9.219219219    1.003108326    1.003054788    1.004142340
    9.234234234    1.003101222    1.003047758    1.004136333
    9.249249249    1.003094140    1.003040751    1.004130334
    9.264264264    1.003087080    1.003033766    1.004124343
    9.279279279    1.003080042    1.003026802    1.004118361
    9.294294294    1.003073026    1.003019860    1.004112387
    9.309309309    1.003066031    1.003012939    1.004106421
    9.324324324    1.003059058    1.003006040    1.004100464
    9.339339339    1.003052106    1.002999163    1.004094515
    9.354354354    1.003045176    1.002992306    1.004088575
    9.369369369    1.003038267    1.002985471    1.004082643
    9.384384384    1.003031380    1.002978658    1.004076719
    9.399399399    1.003024513    1.002971865    1.004070804
    9.414414414    1.003017668    1.002965093    1.004064897
    9.429429429    1.003010844    1.002958343    1.004058998
    9.444444444    1.003004040    1.002951613    1.004053108
    9.459459459    1.002997258    1.002944904    1.004047227
    9.474474474    1.002990496    1.002938215    1.004041354
    9.489489489    1.002983755    1.002931548    1.004035489
    9.504504505    1.002977035    1.002924901    1.004029632
    9.519519520    1.002970335    1.002918274    1.004023784
    9.534534535    1.002963656    1.002911668    1.004017945
    9.549549550    1.002956998    1.002905082    1.004012114
    9.564564565    1.002950359    1.002898516    1.004006291
    9.579579580    1.002943741    1.002891971    1.004000476
    9.594594595    1.002937144    1.002885446    1.003994670
    9.609609610    1.002930566    1.002878941    1.003988873
    9.624624625    1.002924008    1.002872456    1.003983084
    9.639639640    1.002917471    1.002865991    1.003977303
    9.654654655    1.002910953    1.002859545    1.003971531
    9.669669670    1.002904455    1.002853120    1.003965767
    9.684684685    1.002897977    1.002846714    1.003960011
    9.699699700    1.002891519    1.002840328    1.003954264
    9.714714715    1.002885081    1.002833961    1.003948526
    9.729729730    1.002878662    1.002827614    1.003942796
    9.744744745    1.002872262    1.002821286    1.003937074
    9.759759760    1.002865882    1.002814978    1.003931360
    9.774774775    1.002859521    1.002808689    1.003925655
    9.789789790    1.002853180    1.002802419    1.003919959
    9.804804805    1.002846858    1.002796168    1.003914271
    9.819819820    1.002840555    1.002789936    1.003908591
    9.834834835    1.002834271    1.002783723    1.003902920
    9.849849850    1.002828006    1.002777530    1.003897257
    9.864864865    1.002821760    1.002771355    1.003891602
    9.879879880    1.002815533    1.002765199    1.003885956
    9.894894895    1.002809325    1.002759061    1.003880318
    9.909909910    1.002803135    1.002752943    1.003874689
    9.924924925    1.002796964    1.002746843    1.003869068
    9.939939940    1.002790812    1.002740761    1.003863456
    9.954954955    1.002784678    1.002734698    1.003857852
    9.969969970    1.002778563    1.002728653    1.003852256
    9.984984985    1.002772467    1.002722627    1.003846669
   10.000000000    1.002766388    1.002716619    1.003841090
   10.015015015    1.002760328    1.002710629    1.003835519
   10.030030030    1.002754286    1.002704657    1.003829957
   10.045045045    1.002748262    1.002698703    1.003824403
   10.060060060    1.002742257    1.002692768    1.003818858
   10.075075075    1.002736269    1.002686850    1.003813321
   10.090090090    1.002730300    1.002680950    1.003807792
   10.105105105    1.002724348    1.002675068    1.003802272
   10.120120120    1.002718414    1.002669204    1.003796760
   10.135135135    1.002712498    1.002663357    1.003791256
   10.150150150    1.002706599    1.002657528    1.003785761
   10.165165165    1.002700718    1.002651716    1.003780274
   10.180180180    1.002694855    1.002645922    1.003774796
   10.195195195    1.002689009    1.002640146    1.003769326
   10.210210210    1.002683181    1.002634387    1.003763864
   10.225225225    1.002677370    1.002628645    1.003758411
   10.240240240    1.002671577    1.002622920    1.003752965
   10.255255255    1.002665800    1.002617212    1.003747529
   10.270270270    1.002660041    1.002611522    1.003742100
   10.285285285    1.002654299    1.002605849    1.003736680
   10.300300300    1.002648575    1.002600192    1.003731268
   10.315315315    1.002642867    1.002594553    1.003725865
   10.330330330    1.002637176    1.002588930    1.003720470
   10.345345345    1.002631502    1.002583325    1.003715083
   10.360360360    1.002625845    1.002577736    1.003709705
   10.375375375    1.002620204    1.002572163    1.003704334
   10.390390390    1.002614581    1.002566608    1.003698973
   10.405405405    1.002608974    1.002561069    1.003693619
   10.420420420    1.002603383    1.002555546    1.003688274
   10.435435435    1.002597810    1.002550040    1.003682937
   10.450450450    1.002592252    1.002544550    1.003677608
   10.465465465    1.002586711    1.002539077    1.003672287
   10.480480480    1.002581187    1.002533619    1.003666975
   10.495495495    1.002575678    1.002528179    1.003661671
   10.510510511    1.002570186    1.002522754    1.003656376
   10.525525526    1.002564710    1.002517345    1.003651088
   10.540540541    1.002559251    1.002511952    1.003645809
   10.555555556    1.002553807    1.002506576    1.003640538
   10.570570571    1.002548380    1.002501215    1.003635276
   10.585585586    1.002542968    1.002495870    1.003630021
   10.600600601    1.002537572    1.002490541    1.003624775
   10.615615616    1.002532192    1.002485228    1.003619537
   10.630630631    1.002526828    1.002479930    1.003614307
   10.645645646    1.002521480    1.002474648    1.003609086
   10.660660661    1.002516147    1.002469382    1.003603873
   10.675675676    1.002510830    1.002464131    1.003598667
   10.690690691    1.002505528    1.002458896    1.003593470
   10.705705706    1.002500242    1.002453676    1.003588282
   10.720720721    1.002494972    1.002448471    1.003583101
   10.735735736    1.002489717    1.002443282    1.003577929
   10.750750751    1.002484477    1.002438108    1.003572765
   10.765765766    1.002479252    1.002432949    1.003567609
   10.780780781    1.002474043    1.002427806    1.003562461
   10.795795796    1.002468849    1.002422677    1.003557321
   10.810810811    1.002463670    1.002417564    1.003552189
   10.825825826    1.002458506    1.002412465    1.003547066
   10.840840841    1.002453357    1.002407382    1.003541951
   10.855855856    1.002448224    1.002402313    1.003536844
   10.870870871    1.002443105    1.002397259    1.003531745
   10.885885886    1.002438000    1.002392220    1.003526654
   10.900900901    1.002432911    1.002387196    1.003521571
   10.915915916    1.002427837    1.002382186    1.003516496
   10.930930931    1.002422777    1.002377191    1.003511430
   10.945945946    1.002417732    1.002372210    1.003506371
   10.960960961    1.002412701    1.002367244    1.003501321
   10.975975976    1.002407685    1.002362293    1.003496278
   10.990990991    1.002402684    1.002357356    1.003491244
   11.006006006    1.002397697    1.002352433    1.003486218
   11.021021021    1.002392724    1.002347524    1.003481200
   11.036036036    1.002387766    1.002342630    1.003476189
   11.051051051    1.002382822    1.002337750    1.003471187
   11.066066066    1.002377892    1.002332884    1.003466193
   11.081081081    1.002372976    1.002328032    1.003461207
   11.096096096    1.002368075    1.002323195    1.003456229
   11.111111111    1.002363188    1.002318371    1.003451259
   11.126126126    1.002358314    1.002313561    1.003446297
   11.141141141    1.002353455    1.002308766    1.003441343
   11.156156156    1.002348610    1.002303984    1.003436397
   11.171171171    1.002343778    1.002299215    1.003431459
   11.186186186    1.002338961    1.002294461    1.003426529
   11.201201201    1.002334157    1.002289720    1.003421607
   11.216216216    1.002329367    1.002284993    1.003416693
   11.231231231    1.002324591    1.002280280    1.003411787
   11.246246246    1.002319828    1.002275580    1.003406888
   11.261261261    1.002315079    1.002270894    1.003401998
   11.276276276    1.002310343    1.002266221    1.003397116
   11.291291291    1.002305621    1.002261562    1.003392241
   11.306306306    1.002300913    1.002256916    1.003387375
   11.321321321    1.002296218    1.002252283    1.003382516
   11.336336336    1.002291536    1.002247663    1.003377665
   11.351351351    1.002286868    1.002243057    1.003372822
   11.366366366    1.002282213    1.002238464    1.003367987
   11.381381381    1.002277571    1.002233884    1.003363160
   11.396396396    1.002272942    1.002229318    1.003358341
   11.411411411    1.002268327    1.002224764    1.003353530
   11.426426426    1.002263724    1.002220223    1.003348726
   11.441441441    1.002259135    1.002215695    1.003343930
   11.456456456    1.002254558    1.002211181    1.003339143
   11.471471471    1.002249995    1.002206679    1.003334363
   11.486486486    1.002245444    1.002202190    1.003329590
   11.501501502    1.002240907    1.002197713    1.003324826
   11.516516517    1.002236382    1.002193250    1.003320069
   11.531531532    1.002231870    1.002188799    1.003315320
   11.546546547    1.002227371    1.002184360    1.003310579
   11.561561562    1.002222884    1.002179935    1.003305846
   11.576576577    1.002218410    1.002175521    1.003301120
   11.591591592    1.002213949    1.002171121    1.003296403
   11.606606607    1.002209500    1.002166733    1.003291693
   11.621621622    1.002205063    1.002162357    1.003286990
   11.636636637    1.002200640    1.002157994    1.003282296
   11.651651652    1.002196228    1.002153643    1.003277609
   11.666666667    1.002191829    1.002149304    1.003272930
   11.681681682    1.002187443    1.002144977    1.003268258
   11.696696697    1.002183068    1.002140663    1.003263594
   11.711711712    1.002178706    1.002136361    1.003258938
   11.726726727    1.002174356    1.002132071    1.003254290
   11.741741742    1.002170018    1.002127793    1.003249649
   11.756756757    1.002165693    1.002123527    1.003245016
   11.771771772    1.002161379    1.002119274    1.003240391
   11.786786787    1.002157078    1.002115032    1.003235773
   11.801801802    1.002152788    1.002110802    1.003231163
   11.816816817    1.002148511    1.002106584    1.003226560
   11.831831832    1.002144245    1.002102377    1.003221965
   11.846846847    1.002139992    1.002098183    1.003217378
   11.861861862    1.002135750    1.002094000    1.003212798
   11.876876877    1.002131520    1.002089829    1.003208226
   11.891891892    1.002127301    1.002085670    1.003203661
   11.906906907    1.002123095    1.002081522    1.003199104
   11.921921922    1.002118900    1.002077386    1.003194555
   11.936936937    1.002114717    1.002073261    1.003190013
   11.951951952    1.002110545    1.002069148    1.003185478
   11.966966967    1.002106385    1.002065047    1.003180952
   11.981981982    1.002102236    1.002060957    1.003176432
   11.996996997    1.002098099    1.002056878    1.003171920
   12.012012012    1.002093973    1.002052810    1.003167416
   12.027027027    1.002089859    1.002048754    1.003162919
   12.042042042    1.002085756    1.002044709    1.003158430
   12.057057057    1.002081665    1.002040676    1.003153948
   12.072072072    1.002077584    1.002036653    1.003149474
   12.087087087    1.002073515    1.002032642    1.003145007
   12.102102102    1.002069457    1.002028642    1.003140547
   12.117117117    1.002065411    1.002024653    1.003136095
   12.132132132    1.002061375    1.002020675    1.003131650
   12.147147147    1.002057351    1.002016708    1.003127213
   12.162162162    1.002053337    1.002012752    1.003122783
   12.177177177    1.002049335    1.002008807    1.003118361
   12.192192192    1.002045343    1.002004872    1.003113946
   12.207207207    1.002041363    1.002000949    1.003109538
   12.222222222    1.002037393    1.001997036    1.003105138
   12.237237237    1.002033434    1.001993135    1.003100745
   12.252252252    1.002029487    1.001989244    1.003096359
   12.267267267    1.002025549    1.001985363    1.003091981
   12.282282282    1.002021623    1.001981493    1.003087610
   12.297297297    1.002017707    1.001977634    1.003083246
   12.312312312    1.002013802    1.001973786    1.003078890
   12.327327327    1.002009908    1.001969948    1.003074541
   12.342342342    1.002006024    1.001966121    1.003070199
   12.357357357    1.002002151    1.001962304    1.003065865
   12.372372372    1.001998289    1.001958497    1.003061537
   12.387387387    1.001994437    1.001954701    1.003057217
   12.402402402    1.001990595    1.001950916    1.003052905
   12.417417417    1.001986764    1.001947140    1.003048599
   12.432432432    1.001982943    1.001943375    1.003044301
   12.447447447    1.001979133    1.001939621    1.003040010
   12.462462462    1.001975333    1.001935876    1.003035726
   12.477477477    1.001971543    1.001932142    1.003031450
   12.492492492    1.001967763    1.001928418    1.003027180
   12.507507508    1.001963994    1.001924704    1.003022918
   12.522522523    1.001960235    1.001921000    1.003018663
   12.537537538    1.001956486    1.001917306    1.003014415
   12.552552553    1.001952747    1.001913622    1.003010174
   12.567567568    1.001949018    1.001909949    1.003005941
   12.582582583    1.001945299    1.001906285    1.003001714
   12.597597598    1.001941591    1.001902631    1.002997495
   12.612612613    1.001937892    1.001898987    1.002993282
   12.627627628    1.001934203    1.001895353    1.002989077
   12.642642643    1.001930524    1.001891729    1.002984879
   12.657657658    1.001926855    1.001888114    1.002980688
   12.672672673    1.001923196    1.001884509    1.002976504
   12.687687688    1.001919547    1.001880914    1.002972327
   12.702702703    1.001915907    1.001877329    1.002968158
   12.717717718    1.001912277    1.001873753    1.002963995
   12.732732733    1.001908657    1.001870187    1.002959839
   12.747747748    1.001905047    1.001866631    1.002955690
   12.762762763    1.001901446    1.001863084    1.002951549
   12.777777778    1.001897855    1.001859547    1.002947414
   12.792792793    1.001894273    1.001856019    1.002943286
   12.807807808    1.001890701    1.001852501    1.002939165
   12.822822823    1.001887139    1.001848992    1.002935052
   12.837837838    1.001883586    1.001845492    1.002930945
   12.852852853    1.001880042    1.001842002    1.002926845
   12.867867868    1.001876508    1.001838521    1.002922752
   12.882882883    1.001872984    1.001835050    1.002918666
   12.897897898    1.001869468    1.001831588    1.002914587
   12.912912913    1.001865962    1.001828135    1.002910514
   12.927927928    1.001862466    1.001824691    1.002906449
   12.942942943    1.001858978    1.001821257    1.002902391
   12.957957958    1.001855500    1.001817831    1.002898339
   12.972972973    1.001852031    1.001814415    1.002894294
   12.987987988    1.001848571    1.001811008    1.002890257
   13.003003003    1.001845121    1.001807610    1.002886226
   13.018018018    1.001841679    1.001804221    1.002882201
   13.033033033    1.001838247    1.001800841    1.002878184
   13.048048048    1.001834824    1.001797470    1.002874174
   13.063063063    1.001831409    1.001794108    1.002870170
   13.078078078    1.001828004    1.001790754    1.002866173
   13.093093093    1.001824608    1.001787410    1.002862183
   13.108108108    1.001821220    1.001784075    1.002858199
   13.123123123    1.001817842    1.001780748    1.002854223
   13.138138138    1.001814472    1.001777430    1.002850253
   13.153153153    1.001811111    1.001774121    1.002846290
   13.168168168    1.001807759    1.001770821    1.002842333
   13.183183183    1.001804416    1.001767529    1.002838384
   13.198198198    1.001801082    1.001764246    1.002834441
   13.213213213    1.001797756    1.001760972    1.002830504
   13.228228228    1.001794439    1.001757706    1.002826575
   13.243243243    1.001791131    1.001754449    1.002822652
   13.258258258    1.001787831    1.001751201    1.002818736
   13.273273273    1.001784540    1.001747961    1.002814826
   13.288288288    1.001781258    1.001744730    1.002810923
   13.303303303    1.001777984    1.001741507    1.002807027
   13.318318318    1.001774719    1.001738292    1.002803137
   13.333333333    1.001771462    1.001735086    1.002799254
   13.348348348    1.001768214    1.001731888    1.002795378
   13.363363363    1.001764974    1.001728699    1.002791508
   13.378378378    1.001761742    1.001725518    1.002787645
   13.393393393    1.001758519    1.001722346    1.002783788
   13.408408408    1.001755305    1.001719181    1.002779938
   13.423423423    1.001752098    1.001716025    1.002776094
   13.438438438    1.001748900    1.001712877    1.002772257
   13.453453453    1.001745711    1.001709738    1.002768427
   13.468468468    1.001742529    1.001706606    1.002764603
   13.483483483    1.001739356    1.001703483    1.002760786
   13.498498498    1.001736191    1.001700368    1.002756975
   13.513513514    1.001733034    1.001697261    1.002753170
   13.528528529    1.001729885    1.001694162    1.002749372
   13.543543544    1.001726745    1.001691071    1.002745581
   13.558558559    1.001723612    1.001687988    1.002741796
   13.573573574    1.001720488    1.001684913    1.002738017
   13.588588589    1.001717372    1.001681846    1.002734245
   13.603603604    1.001714263    1.001678787    1.002730479
   13.618618619    1.001711163    1.001675736    1.002726720
   13.633633634    1.001708071    1.001672692    1.002722967
   13.648648649    1.001704986    1.001669657    1.002719221
   13.663663664    1.001701910    1.001666630    1.002715481
   13.678678679    1.001698841    1.001663610    1.002711747
   13.693693694    1.001695780    1.001660598    1.002708020
   13.708708709    1.001692728    1.001657594    1.002704299
   13.723723724    1.001689682    1.001654597    1.002700584
   13.738738739    1.001686645    1.001651609    1.002696876
   13.753753754    1.001683616    1.001648628    1.002693174
   13.768768769    1.001680594    1.001645654    1.002689478
   13.783783784    1.001677580    1.001642689    1.002685789
   13.798798799    1.001674573    1.001639730    1.002682106
   13.813813814    1.001671575    1.001636780    1.002678429
   13.828828829    1.001668584    1.001633837    1.002674758
   13.843843844    1.001665600    1.001630902    1.002671094
   13.858858859    1.001662624    1.001627974    1.002667436
   13.873873874    1.001659656    1.001625053    1.002663785
   13.888888889    1.001656695    1.001622140    1.002660139
   13.903903904    1.001653742    1.001619235    1.002656500
   13.918918919    1.001650797    1.001616337    1.002652867
   13.933933934    1.001647858    1.001613446    1.002649240
   13.948948949    1.001644927    1.001610563    1.002645619
   13.963963964    1.001642004    1.001607687    1.002642005
   13.978978979    1.001639088    1.001604818    1.002638397
   13.993993994    1.001636180    1.001601957    1.002634794
   14.009009009    1.001633278    1.001599102    1.002631198
   14.024024024    1.001630384    1.001596256    1.002627609
   14.039039039    1.001627498    1.001593416    1.002624025
   14.054054054    1.001624618    1.001590584    1.002620447
   14.069069069    1.001621746    1.001587758    1.002616876
   14.084084084    1.001618882    1.001584940    1.002613310
   14.099099099    1.001616024    1.001582129    1.002609751
   14.114114114    1.001613173    1.001579326    1.002606198
   14.129129129    1.001610330    1.001576529    1.002602651
   14.144144144    1.001607494    1.001573739    1.002599110
   14.159159159    1.001604665    1.001570957    1.002595575
   14.174174174    1.001601843    1.001568181    1.002592046
   14.189189189    1.001599028    1.001565412    1.002588523
   14.204204204    1.001596221    1.001562651    1.002585006
   14.219219219    1.001593420    1.001559896    1.002581495
   14.234234234    1.001590626    1.001557148    1.002577990
   14.249249249    1.001587839    1.001554408    1.002574491
   14.264264264    1.001585060    1.001551674    1.002570998
   14.279279279    1.001582287    1.001548947    1.002567511
   14.294294294    1.001579521    1.001546226    1.002564030
   14.309309309    1.001576762    1.001543513    1.002560555
   14.324324324    1.001574010    1.001540806    1.002557086
   14.339339339    1.001571264    1.001538107    1.002553623
   14.354354354    1.001568526    1.001535414    1.002550166
   14.369369369    1.001565794    1.001532727    1.002546714
   14.384384384    1.001563069    1.001530048    1.002543269
   14.399399399    1.001560351    1.001527375    1.002539829
   14.414414414    1.001557640    1.001524709    1.002536395
   14.429429429    1.001554935    1.001522049    1.002532968
   14.444444444    1.001552238    1.001519396    1.002529546
   14.459459459    1.001549546    1.001516750    1.002526129
   14.474474474    1.001546862    1.001514110    1.002522719
   14.489489489    1.001544184    1.001511477    1.002519315
   14.504504505    1.001541513    1.001508850    1.002515916
   14.519519520    1.001538848    1.001506230    1.002512523
   14.534534535    1.001536190    1.001503616    1.002509136
   14.549549550    1.001533538    1.001501009    1.002505755
   14.564564565    1.001530893    1.001498409    1.002502379
   14.579579580    1.001528255    1.001495815    1.002499010
   14.594594595    1.001525623    1.001493227    1.002495646
   14.609609610    1.001522997    1.001490645    1.002492287
   14.624624625    1.001520378    1.001488070    1.002488935
   14.639639640    1.001517765    1.001485502    1.002485588
   14.654654655    1.001515159    1.001482939    1.002482247
   14.669669670    1.001512559    1.001480383    1.002478912
   14.684684685    1.001509966    1.001477834    1.002475582
   14.699699700    1.001507379    1.001475290    1.002472258
   14.714714715    1.001504798    1.001472753    1.002468940
   14.729729730    1.001502224    1.001470223    1.002465627
   14.744744745    1.001499656    1.001467698    1.002462320
   14.759759760    1.001497094    1.001465179    1.002459019
   14.774774775    1.001494538    1.001462667    1.002455723
   14.789789790    1.001491989    1.001460161    1.002452433
   14.804804805    1.001489446    1.001457661    1.002449149
   14.819819820    1.001486909    1.001455167    1.002445870
   14.834834835    1.001484378    1.001452680    1.002442597
   14.849849850    1.001481853    1.001450198    1.002439329
   14.864864865    1.001479335    1.001447723    1.002436067
   14.879879880    1.001476823    1.001445253    1.002432811
   14.894894895    1.001474317    1.001442790    1.002429560
   14.909909910    1.001471816    1.001440332    1.002426315
   14.924924925    1.001469322    1.001437881    1.002423075
   14.939939940    1.001466834    1.001435435    1.002419840
   14.954954955    1.001464352    1.001432996    1.002416612
   14.969969970    1.001461876    1.001430562    1.002413388
   14.984984985    1.001459406    1.001428135    1.002410171
   15.000000000    1.001456942    1.001425713    1.002406958
