# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    8.333333333    0.993447853    0.993320196    1.035411489
    8.348348348    0.993179952    0.993082981    1.036116489
    8.363363363    0.993349857    0.993257116    1.036859176
    8.378378378    0.993669411    0.993566004    1.037643046
    8.393393393    0.993961426    0.993831976    1.038472065
    8.408408408    0.994102617    0.993923851    1.039350750
    8.423423423    0.994049774    0.993798045    1.040284272
    8.438438438    0.993927447    0.993602264    1.041278581
    8.453453453    0.993915093    0.993541322    1.042340551
    8.468468468    0.994047153    0.993650831    1.043478167
    8.483483483    0.994261455    0.993857776    1.044700742
    8.498498498    0.994502380    0.994098008    1.046019181
    8.513513514    0.994741981    0.994339273    1.047446269
    8.528528529    0.994969621    0.994569097    1.048996978
    8.543543544    0.995182548    0.994784024    1.050688694
    8.558558559    0.995381128    0.994984192    1.052541172
    8.573573574    0.995566787    0.995170985    1.054575725
    8.588588589    0.995741185    0.995346092    1.056812442
    8.603603604    0.995905905    0.995511145    1.059262572
    8.618618619    0.996062355    0.995667603    1.061909223
    8.633633634    0.996211752    0.995816729    1.064660908
    8.648648649    0.996355138    0.995959600    1.067248625
    8.663663664    0.996493402    0.996097139    1.069045981
    8.678678679    0.996627305    0.996230132    1.068984752
    8.693693694    0.996757502    0.996359254    1.066349672
    8.708708709    0.996884561    0.996485090    1.062696022
    8.723723724    0.997008979    0.996608150    1.061191246
    8.738738739    0.997131192    0.996728881    1.063041465
    8.753753754    0.997251589    0.996847681    1.067419240
    8.768768769    0.997370518    0.996964905    1.073342150
    8.783783784    0.997488295    0.997080874    1.080259703
    8.798798799    0.997605209    0.997195882    1.087854909
    8.813813814    0.997721525    0.997310199    1.095695337
    8.828828829    0.997837494    0.997424077    1.102723228
    8.843843844    0.997953349    0.997537752    1.106319731
    8.858858859    0.998069314    0.997651449    1.100856153
    8.873873874    0.998185603    0.997765386    1.077639527
    8.888888889    0.998302424    0.997879770    1.032939140
    8.903903904    0.998419982    0.997994809    0.981874884
    8.918918919    0.998538480    0.998110704    0.947112049
    8.933933934    0.998658118    0.998227658    0.933555371
    8.948948949    0.998779102    0.998345876    0.933248184
    8.963963964    0.998901637    0.998465563    0.938699425
    8.978978979    0.999025936    0.998586933    0.945941434
    8.993993994    0.999152216    0.998710203    0.953291179
    9.009009009    0.999280705    0.998835600    0.960139207
    9.024024024    0.999411638    0.998963361    0.966324144
    9.039039039    0.999545264    0.999093735    0.971857836
    9.054054054    0.999681846    0.999226984    0.976811363
    9.069069069    0.999821663    0.999363388    0.981269472
    9.084084084    0.999965013    0.999503245    0.985313460
    9.099099099    1.000112213    0.999646874    0.989015720
    9.114114114    1.000263609    0.999794621    0.992438930
    9.129129129    1.000419569    0.999946857    0.995636942
    9.144144144    1.000580498    1.000103987    0.998656107
    9.159159159    1.000746834    1.000266453    1.001536425
    9.174174174    1.000919056    1.000434735    1.004312049
    9.189189189    1.001097689    1.000609364    1.007010360
    9.204204204    1.001283312    1.000790923    1.009647893
    9.219219219    1.001476566    1.000980058    1.012219138
    9.234234234    1.001678158    1.001177484    1.014670497
    9.249249249    1.001888878    1.001384000    1.016852277
    9.264264264    1.002109606    1.001600497    1.018485676
    9.279279279    1.002341329    1.001827975    1.019343214
    9.294294294    1.002585159    1.002067562    1.019777777
    9.309309309    1.002842351    1.002320532    1.020672751
    9.324324324    1.003114328    1.002588331    1.022439433
    9.339339339    1.003402709    1.002872610    1.024855562
    9.354354354    1.003709349    1.003175258    1.027579642
    9.369369369    1.004036377    1.003498446    1.030323893
    9.384384384    1.004386249    1.003844688    1.032788306
    9.399399399    1.004761818    1.004216898    1.034710005
    9.414414414    1.005166405    1.004618481    1.036267904
    9.429429429    1.005603904    1.005053430    1.038231015
    9.444444444    1.006078899    1.005526453    1.041132928
    9.459459459    1.006596818    1.006043132    1.044903675
    9.474474474    1.007164121    1.006610116    1.049321536
    9.489489489    1.007788528    1.007235362    1.054275157
    9.504504505    1.008479309    1.007928432    1.059763904
    9.519519520    1.009247617    1.008700834    1.065853069
    9.534534535    1.010106874    1.009566419    1.072644825
    9.549549550    1.011073167    1.010541760    1.080259796
    9.564564565    1.012165519    1.011646392    1.088813829
    9.579579580    1.013405769    1.012902554    1.098367343
    9.594594595    1.014817315    1.014333598    1.108801558
    9.609609610    1.016420997    1.015959041    1.119518499
    9.624624625    1.018224003    1.017781447    1.128744650
    9.639639640    1.020191903    1.019753622    1.132099829
    9.654654655    1.022180799    1.021699532    1.120671128
    9.669669670    1.023780593    1.023134175    1.082709806
    9.684684685    1.023997205    1.022913729    1.018474451
    9.699699700    1.020848023    1.018871723    0.954531931
    9.714714715    1.011841243    1.008680359    0.916826450
    9.729729730    0.997351724    0.993699615    0.904136456
    9.744744745    0.983363606    0.980487263    0.902293165
    9.759759760    0.975259078    0.973490277    0.899232170
    9.774774775    0.972735564    0.971658230    0.890487762
    9.789789790    0.973249901    0.972460103    0.881350204
    9.804804805    0.974966178    0.974248727    0.878528082
    9.819819820    0.976995550    0.976257796    0.882061557
    9.834834835    0.978978883    0.978185605    0.888814909
    9.849849850    0.980793997    0.979933857    0.896444273
    9.864864865    0.982415183    0.981485982    0.903848144
    9.879879880    0.983852953    0.982855505    0.910631424
    9.894894895    0.985129344    0.984064989    0.916709273
    9.909909910    0.986268176    0.985137818    0.922115791
    9.924924925    0.987291506    0.986095267    0.926922993
    9.939939940    0.988218607    0.986955724    0.931208742
    9.954954955    0.989065945    0.987734749    0.935045096
    9.969969970    0.989847500    0.988445416    0.938494919
    9.984984985    0.990575184    0.989098720    0.941611695
   10.000000000    0.991259250    0.989703960    0.944440469
   10.015015015    0.991908656    0.990269075    0.947019076
   10.030030030    0.992531384    0.990800927    0.949379325
   10.045045045    0.993134716    0.991305544    0.951548047
   10.060060060    0.993725484    0.991788317    0.953547963
   10.075075075    0.994310292    0.992254175    0.955398409
   10.090090090    0.994895738    0.992707740    0.957115916
   10.105105105    0.995488619    0.993153462    0.958714691
   10.120120120    0.996096148    0.993595753    0.960207000
   10.135135135    0.996726158    0.994039107    0.961603482
   10.150150150    0.997387268    0.994488210    0.962913409
   10.165165165    0.998088936    0.994948012    0.964144895
   10.180180180    0.998841185    0.995423705    0.965305070
   10.195195195    0.999653517    0.995920470    0.966400224
   10.210210210    1.000531808    0.996442625    0.967435927
   10.225225225    1.001470361    0.996991352    0.968417126
   10.240240240    1.002432439    0.997559009    0.969348236
   10.255255255    1.003305064    0.998115805    0.970233201
   10.270270270    1.003806796    0.998582485    0.971075563
   10.285285285    1.003367655    0.998794526    0.971878507
   10.300300300    1.001255876    0.998538991    0.972644907
   10.315315315    0.997545009    0.997840566    0.973377363
   10.330330330    0.993964365    0.997214636    0.974078233
   10.345345345    0.992140606    0.997141267    0.974749660
   10.360360360    0.992005682    0.997575369    0.975393598
   10.375375375    0.992724620    0.998191378    0.976011828
   10.390390390    0.993521101    0.998568478    0.976605983
   10.405405405    0.993645663    0.998097749    0.977177558
   10.420420420    0.992253099    0.996015400    0.977727928
   10.435435435    0.989002266    0.992225251    0.978258356
   10.450450450    0.985179168    0.988274379    0.978770010
   10.465465465    0.982690529    0.985882586    0.979263966
   10.480480480    0.981935355    0.985157516    0.979741220
   10.495495495    0.982243963    0.985384733    0.980202694
   10.510510511    0.982993979    0.985996724    0.980649246
   10.525525526    0.983859181    0.986709817    0.981081670
   10.540540541    0.984703666    0.987407808    0.981500708
   10.555555556    0.985480380    0.988050701    0.981907050
   10.570570571    0.986178975    0.988629733    0.982301339
   10.585585586    0.986802983    0.989147927    0.982684178
   10.600600601    0.987360398    0.989612095    0.983056128
   10.615615616    0.987859959    0.990029677    0.983417718
   10.630630631    0.988309776    0.990407581    0.983769442
   10.645645646    0.988716928    0.990751842    0.984111763
   10.660660661    0.989087431    0.991067601    0.984445118
   10.675675676    0.989426342    0.991359196    0.984769917
   10.690690691    0.989737902    0.991630290    0.985086547
   10.705705706    0.990025671    0.991883990    0.985395372
   10.720720721    0.990292650    0.992122952    0.985696735
   10.735735736    0.990541380    0.992349475    0.985990962
   10.750750751    0.990774027    0.992565577    0.986278360
   10.765765766    0.990992450    0.992773058    0.986559218
   10.780780781    0.991198257    0.992973556    0.986833813
   10.795795796    0.991392847    0.993168593    0.987102406
   10.810810811    0.991577453    0.993359623    0.987365243
   10.825825826    0.991753169    0.993548068    0.987622561
   10.840840841    0.991920976    0.993735361    0.987874583
   10.855855856    0.992081769    0.993922986    0.988121522
   10.870870871    0.992236375    0.994112528    0.988363579
   10.885885886    0.992385568    0.994305715    0.988600948
   10.900900901    0.992530095    0.994504478    0.988833814
   10.915915916    0.992670684    0.994711011    0.989062350
   10.930930931    0.992808060    0.994927819    0.989286726
   10.945945946    0.992942960    0.995157760    0.989507102
   10.960960961    0.993076127    0.995404004    0.989723630
   10.975975976    0.993208291    0.995669818    0.989936459
   10.990990991    0.993340070    0.995957880    0.990145727
   11.006006006    0.993471736    0.996268480    0.990351570
   11.021021021    0.993602590    0.996595019    0.990554118
   11.036036036    0.993729489    0.996913179    0.990753494
   11.051051051    0.993843478    0.997156410    0.990949818
   11.066066066    0.993923383    0.997169167    0.991143204
   11.081081081    0.993929770    0.996662870    0.991333764
   11.096096096    0.993823112    0.995348311    0.991521602
   11.111111111    0.993634582    0.993451792    0.991706822
   11.126126126    0.993483298    0.991840733    0.991889523
   11.141141141    0.993441611    0.991041294    0.992069799
   11.156156156    0.993486761    0.990885536    0.992247743
   11.171171171    0.993574324    0.991046574    0.992423445
   11.186186186    0.993676363    0.991317910    0.992596989
   11.201201201    0.993780086    0.991607756    0.992768459
   11.216216216    0.993880532    0.991886379    0.992937937
   11.231231231    0.993976186    0.992146062    0.993105500
   11.246246246    0.994066952    0.992383919    0.993271225
   11.261261261    0.994153220    0.992599560    0.993435185
   11.276276276    0.994235454    0.992794358    0.993597452
   11.291291291    0.994314096    0.992970505    0.993758096
   11.306306306    0.994389558    0.993130368    0.993917185
   11.321321321    0.994462203    0.993276174    0.994074785
   11.336336336    0.994532350    0.993409893    0.994230961
   11.351351351    0.994600273    0.993533198    0.994385775
   11.366366366    0.994666207    0.993647485    0.994539291
   11.381381381    0.994730354    0.993753916    0.994691567
   11.396396396    0.994792889    0.993853464    0.994842663
   11.411411411    0.994853964    0.993946953    0.994992637
   11.426426426    0.994913715    0.994035080    0.995141545
   11.441441441    0.994972259    0.994118434    0.995289443
   11.456456456    0.995029704    0.994197522    0.995436387
   11.471471471    0.995086146    0.994272777    0.995582430
   11.486486486    0.995141671    0.994344574    0.995727625
   11.501501502    0.995196360    0.994413237    0.995872024
   11.516516517    0.995250288    0.994479050    0.996015679
   11.531531532    0.995303523    0.994542258    0.996158642
   11.546546547    0.995356130    0.994603082    0.996300962
   11.561561562    0.995408171    0.994661712    0.996442690
   11.576576577    0.995459705    0.994718321    0.996583875
   11.591591592    0.995510788    0.994773060    0.996724567
   11.606606607    0.995561474    0.994826066    0.996864813
   11.621621622    0.995611818    0.994877459    0.997004664
   11.636636637    0.995661872    0.994927352    0.997144168
   11.651651652    0.995711687    0.994975843    0.997283374
   11.666666667    0.995761316    0.995023022    0.997422330
   11.681681682    0.995810810    0.995068971    0.997561084
   11.696696697    0.995860221    0.995113765    0.997699685
   11.711711712    0.995909604    0.995157474    0.997838180
   11.726726727    0.995959012    0.995200158    0.997976619
   11.741741742    0.996008502    0.995241877    0.998115051
   11.756756757    0.996058131    0.995282684    0.998253524
   11.771771772    0.996107960    0.995322627    0.998392089
   11.786786787    0.996158052    0.995361753    0.998530795
   11.801801802    0.996208474    0.995400104    0.998669692
   11.816816817    0.996259297    0.995437720    0.998808833
   11.831831832    0.996310593    0.995474637    0.998948267
   11.846846847    0.996362445    0.995510891    0.999088049
   11.861861862    0.996414937    0.995546513    0.999228230
   11.876876877    0.996468162    0.995581535    0.999368865
   11.891891892    0.996522219    0.995615984    0.999510009
   11.906906907    0.996577219    0.995649888    0.999651717
   11.921921922    0.996633280    0.995683273    0.999794047
   11.936936937    0.996690532    0.995716163    0.999937057
   11.951951952    0.996749119    0.995748582    1.000080806
   11.966966967    0.996809201    0.995780551    1.000225355
   11.981981982    0.996870954    0.995812091    1.000370767
   11.996996997    0.996934577    0.995843223    1.000517105
   12.012012012    0.997000291    0.995873967    1.000664435
   12.027027027    0.997068344    0.995904341    1.000812824
   12.042042042    0.997139020    0.995934363    1.000962343
   12.057057057    0.997212639    0.995964050    1.001113061
   12.072072072    0.997289566    0.995993421    1.001265054
   12.087087087    0.997370222    0.996022491    1.001418397
   12.102102102    0.997455090    0.996051277    1.001573170
   12.117117117    0.997544732    0.996079794    1.001729453
   12.132132132    0.997639801    0.996108060    1.001887331
   12.147147147    0.997741062    0.996136088    1.002046893
   12.162162162    0.997849417    0.996163896    1.002208228
   12.177177177    0.997965931    0.996191497    1.002371433
   12.192192192    0.998091875    0.996218909    1.002536606
   12.207207207    0.998228766    0.996246146    1.002703851
   12.222222222    0.998378425    0.996273225    1.002873274
   12.237237237    0.998543045    0.996300161    1.003044991
   12.252252252    0.998725261    0.996326972    1.003219118
   12.267267267    0.998928227    0.996353675    1.003395781
   12.282282282    0.999155663    0.996380288    1.003575111
   12.297297297    0.999411809    0.996406828    1.003757246
   12.312312312    0.999701133    0.996433316    1.003942330
   12.327327327    1.000027419    0.996459771    1.004130512
   12.342342342    1.000391337    0.996486212    1.004321942
   12.357357357    1.000784352    0.996512651    1.004516756
   12.372372372    1.001174041    0.996539091    1.004715045
   12.387387387    1.001470538    0.996565501    1.004916783
   12.402402402    1.001460825    0.996591786    1.005121685
   12.417417417    1.000737429    0.996617740    1.005329047
   12.432432432    0.998848673    0.996643136    1.005538080
   12.447447447    0.996019265    0.996668125    1.005749487
   12.462462462    0.993485352    0.996693427    1.005966197
   12.477477477    0.992129536    0.996719567    1.006190377
   12.492492492    0.991774405    0.996746477    1.006421888
   12.507507508    0.991935316    0.996773925    1.006659933
   12.522522523    0.992291550    0.996801770    1.006904088
   12.537537538    0.992692921    0.996829973    1.007154321
   12.552552553    0.993080047    0.996858550    1.007410818
   12.567567568    0.993433441    0.996887542    1.007673872
   12.582582583    0.993749691    0.996917007    1.007943832
   12.597597598    0.994031322    0.996947016    1.008221084
   12.612612613    0.994282671    0.996977644    1.008506045
   12.627627628    0.994508267    0.997008980    1.008799158
   12.642642643    0.994712254    0.997041122    1.009100897
   12.657657658    0.994898236    0.997074183    1.009411769
   12.672672673    0.995069288    0.997108291    1.009732313
   12.687687688    0.995228023    0.997143591    1.010063110
   12.702702703    0.995376672    0.997180253    1.010404781
   12.717717718    0.995517159    0.997218474    1.010757996
   12.732732733    0.995651173    0.997258484    1.011123474
   12.747747748    0.995780226    0.997300552    1.011501994
   12.762762763    0.995905707    0.997344997    1.011894396
   12.777777778    0.996028928    0.997392199    1.012301593
   12.792792793    0.996151168    0.997442611    1.012724572
   12.807807808    0.996273715    0.997496776    1.013164410
   12.822822823    0.996397908    0.997555347    1.013622276
   12.837837838    0.996525180    0.997619112    1.014099449
   12.852852853    0.996657096    0.997689010    1.014597327
   12.867867868    0.996795385    0.997766154    1.015117441
   12.882882883    0.996941947    0.997851820    1.015661473
   12.897897898    0.997098776    0.997947366    1.016231275
   12.912912913    0.997267706    0.998053990    1.016828888
   12.927927928    0.997449684    0.998172058    1.017456570
   12.942942943    0.997642941    0.998299424    1.018116826
   12.957957958    0.997838517    0.998427360    1.018812440
   12.972972973    0.998009943    0.998531178    1.019546512
   12.987987988    0.998092470    0.998551370    1.020322511
   13.003003003    0.997957558    0.998370467    1.021144325
   13.018018018    0.997448284    0.997845193    1.022016323
   13.033033033    0.996602433    0.997008977    1.022943436
   13.048048048    0.995812828    0.996217743    1.023931236
   13.063063063    0.995411183    0.995773227    1.024986033
   13.078078078    0.995362439    0.995647760    1.026114972
   13.093093093    0.995489788    0.995693279    1.027326106
   13.108108108    0.995644151    0.995805277    1.028628425
   13.123123123    0.995699291    0.995933224    1.030031835
   13.138138138    0.995532650    0.996056311    1.031547567
   13.153153153    0.995119445    0.996167623    1.033190209
   13.168168168    0.994664631    0.996267214    1.034980256
   13.183183183    0.994409396    0.996357391    1.036941803
   13.198198198    0.994376141    0.996439568    1.039099420
   13.213213213    0.994468881    0.996514421    1.041480496
   13.228228228    0.994609592    0.996582641    1.044118330
   13.243243243    0.994759338    0.996645023    1.047053710
   13.258258258    0.994902501    0.996702361    1.050336209
   13.273273273    0.995034059    0.996755371    1.054025762
   13.288288288    0.995153284    0.996804676    1.058194438
   13.303303303    0.995261019    0.996850800    1.062927943
   13.318318318    0.995358573    0.996894190    1.068325742
   13.333333333    0.995447281    0.996935221    1.074497060
   13.348348348    0.995528357    0.996974211    1.081546338
   13.363363363    0.995602851    0.997011428    1.089532638
   13.378378378    0.995671653    0.997047106    1.098366089
   13.393393393    0.995735514    0.997081442    1.107554208
   13.408408408    0.995795063    0.997114609    1.115605779
   13.423423423    0.995850829    0.997146757    1.118760261
   13.438438438    0.995903262    0.997178020    1.109014927
   13.453453453    0.995952741    0.997208513    1.074376922
   13.468468468    0.995999591    0.997238341    1.010740641
   13.483483483    0.996044091    0.997267600    0.940305709
   13.498498498    0.996086481    0.997296373    0.893423185
   13.513513514    0.996126969    0.997324739    0.875244531
   13.528528529    0.996165738    0.997352771    0.874527842
   13.543543544    0.996202946    0.997380535    0.881272921
   13.558558559    0.996238736    0.997408095    0.890274998
   13.573573574    0.996273230    0.997435510    0.899343099
   13.588588589    0.996306541    0.997462840    0.907688486
   13.603603604    0.996338767    0.997490140    0.915104977
   13.618618619    0.996369998    0.997517465    0.921610487
   13.633633634    0.996400313    0.997544870    0.927298613
   13.648648649    0.996429788    0.997572408    0.932279368
   13.663663664    0.996458487    0.997600137    0.936656939
   13.678678679    0.996486473    0.997628111    0.940522618
   13.693693694    0.996513803    0.997656390    0.943953760
   13.708708709    0.996540528    0.997685034    0.947014959
   13.723723724    0.996566699    0.997714106    0.949759867
   13.738738739    0.996592361    0.997743673    0.952233026
   13.753753754    0.996617559    0.997773808    0.954471499
   13.768768769    0.996642333    0.997804587    0.956506238
   13.783783784    0.996666725    0.997836094    0.958363215
   13.798798799    0.996690774    0.997868418    0.960064324
   13.813813814    0.996714518    0.997901659    0.961628120
   13.828828829    0.996737995    0.997935925    0.963070406
   13.843843844    0.996761244    0.997971338    0.964404710
   13.858858859    0.996784303    0.998008030    0.965642666
   13.873873874    0.996807213    0.998046153    0.966794329
   13.888888889    0.996830014    0.998085874    0.967868426
   13.903903904    0.996852750    0.998127383    0.968872564
   13.918918919    0.996875468    0.998170898    0.969813402
   13.933933934    0.996898217    0.998216664    0.970696793
   13.948948949    0.996921051    0.998264965    0.971527897
   13.963963964    0.996944030    0.998316126    0.972311281
   13.978978979    0.996967221    0.998370527    0.973051002
   13.993993994    0.996990700    0.998428609    0.973750674
   14.009009009    0.997014551    0.998490887    0.974413527
   14.024024024    0.997038875    0.998557970    0.975042456
   14.039039039    0.997063785    0.998630581    0.975640060
   14.054054054    0.997089416    0.998709577    0.976208686
   14.069069069    0.997115927    0.998795987    0.976750449
   14.084084084    0.997143506    0.998891044    0.977267269
   14.099099099    0.997172378    0.998996233    0.977760886
   14.114114114    0.997202811    0.999113341    0.978232883
   14.129129129    0.997235127    0.999244504    0.978684705
   14.144144144    0.997269700    0.999392241    0.979117668
   14.159159159    0.997306958    0.999559409    0.979532982
   14.174174174    0.997347349    0.999748999    0.979931751
   14.189189189    0.997391255    0.999963473    0.980314994
   14.204204204    0.997438741    1.000203030    0.980683646
   14.219219219    0.997488952    1.000461272    0.981038568
   14.234234234    0.997538638    1.000714763    0.981380559
   14.249249249    0.997578800    1.000899333    0.981710352
   14.264264264    0.997588129    1.000864475    0.982028632
   14.279279279    0.997525960    1.000328251    0.982336029
   14.294294294    0.997347567    0.998998421    0.982633132
   14.309309309    0.997076178    0.997075372    0.982920486
   14.324324324    0.996835116    0.995409696    0.983198600
   14.339339339    0.996711282    0.994545621    0.983467948
   14.354354354    0.996686439    0.994332038    0.983728973
   14.369369369    0.996712437    0.994446118    0.983982088
   14.384384384    0.996757553    0.994681536    0.984227680
   14.399399399    0.996806959    0.994943000    0.984466112
   14.414414414    0.996854799    0.995193185    0.984697724
   14.429429429    0.996899156    0.995420044    0.984922835
   14.444444444    0.996939697    0.995621660    0.985141745
   14.459459459    0.996976677    0.995799829    0.985354735
   14.474474474    0.997010527    0.995957449    0.985562072
   14.489489489    0.997041697    0.996097499    0.985764005
   14.504504505    0.997070595    0.996222682    0.985960772
   14.519519520    0.997097578    0.996335327    0.986152593
   14.534534535    0.997122949    0.996437400    0.986339681
   14.549549550    0.997146962    0.996530547    0.986522234
   14.564564565    0.997169835    0.996616147    0.986700441
   14.579579580    0.997191753    0.996695361    0.986874480
   14.594594595    0.997212875    0.996769170    0.987044521
   14.609609610    0.997233343    0.996838415    0.987210724
   14.624624625    0.997253282    0.996903824    0.987373242
   14.639639640    0.997272810    0.996966036    0.987532221
   14.654654655    0.997292036    0.997025624    0.987687797
   14.669669670    0.997311065    0.997083108    0.987840102
   14.684684685    0.997330006    0.997138974    0.987989261
   14.699699700    0.997348967    0.997193686    0.988135393
   14.714714715    0.997368065    0.997247699    0.988278612
   14.729729730    0.997387426    0.997301471    0.988419026
   14.744744745    0.997407184    0.997355472    0.988556739
   14.759759760    0.997427481    0.997410189    0.988691849
   14.774774775    0.997448453    0.997466123    0.988824452
   14.789789790    0.997470190    0.997523753    0.988954638
   14.804804805    0.997492635    0.997583436    0.989082494
   14.819819820    0.997515344    0.997645142    0.989208103
   14.834834835    0.997536914    0.997707829    0.989331544
   14.849849850    0.997553857    0.997768171    0.989452895
   14.864864865    0.997559264    0.997819056    0.989572229
   14.879879880    0.997544954    0.997852015    0.989689616
   14.894894895    0.997513723    0.997870971    0.989805125
   14.909909910    0.997487014    0.997900478    0.989918820
   14.924924925    0.997481784    0.997958774    0.990030764
   14.939939940    0.997495187    0.998038763    0.990141019
   14.954954955    0.997516525    0.998117214    0.990249643
   14.969969970    0.997534830    0.998154316    0.990356692
   14.984984985    0.997536927    0.998079145    0.990462220
   15.000000000    0.997507177    0.997798850    0.990566281
