# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    3.903903904    1.026938844    1.026833055    1.009653723
    3.918918919    1.027217459    1.027111516    1.009668388
    3.933933934    1.027503223    1.027397124    1.009683164
    3.948948949    1.027796409    1.027690152    1.009698055
    3.963963964    1.028097303    1.027990888    1.009713060
    3.978978979    1.028406209    1.028299631    1.009728180
    3.993993994    1.028723443    1.028616702    1.009743418
    4.009009009    1.029049342    1.028942434    1.009758773
    4.024024024    1.029384257    1.029277182    1.009774247
    4.039039039    1.029728563    1.029621317    1.009789842
    4.054054054    1.030082652    1.029975233    1.009805558
    4.069069069    1.030446942    1.030339347    1.009821397
    4.084084084    1.030821871    1.030714098    1.009837360
    4.099099099    1.031207906    1.031099951    1.009853448
    4.114114114    1.031605540    1.031497401    1.009869662
    4.129129129    1.032015295    1.031906970    1.009886004
    4.144144144    1.032437727    1.032329212    1.009902475
    4.159159159    1.032873424    1.032764716    1.009919077
    4.174174174    1.033323014    1.033214110    1.009935810
    4.189189189    1.033787162    1.033678058    1.009952676
    4.204204204    1.034266577    1.034157271    1.009969677
    4.219219219    1.034762018    1.034652504    1.009986815
    4.234234234    1.035274289    1.035164565    1.010004089
    4.249249249    1.035804254    1.035694315    1.010021503
    4.264264264    1.036352835    1.036242677    1.010039057
    4.279279279    1.036921018    1.036810637    1.010056753
    4.294294294    1.037509861    1.037399253    1.010074593
    4.309309309    1.038120500    1.038009660    1.010092579
    4.324324324    1.038754155    1.038643077    1.010110711
    4.339339339    1.039412137    1.039300816    1.010128992
    4.354354354    1.040095860    1.039984291    1.010147423
    4.369369369    1.040806849    1.040695026    1.010166007
    4.384384384    1.041546751    1.041434668    1.010184744
    4.399399399    1.042317348    1.042204999    1.010203637
    4.414414414    1.043120572    1.043007950    1.010222688
    4.429429429    1.043958517    1.043845614    1.010241898
    4.444444444    1.044833462    1.044720272    1.010261270
    4.459459459    1.045747887    1.045634401    1.010280805
    4.474474474    1.046704499    1.046590709    1.010300505
    4.489489489    1.047706256    1.047592153    1.010320373
    4.504504505    1.048756396    1.048641970    1.010340411
    4.519519520    1.049858474    1.049743716    1.010360620
    4.534534535    1.051016399    1.050901297    1.010381004
    4.549549550    1.052234478    1.052119021    1.010401564
    4.564564565    1.053517469    1.053401645    1.010422302
    4.579579580    1.054870642    1.054754438    1.010443222
    4.594594595    1.056299845    1.056183247    1.010464324
    4.609609610    1.057811590    1.057694583    1.010485613
    4.624624625    1.059413144    1.059295711    1.010507090
    4.639639640    1.061112643    1.060994767    1.010528758
    4.654654655    1.062919220    1.062800883    1.010550620
    4.669669670    1.064843168    1.064724350    1.010572678
    4.684684685    1.066896118    1.066776796    1.010594935
    4.699699700    1.069091262    1.068971414    1.010617394
    4.714714715    1.071443624    1.071323224    1.010640058
    4.729729730    1.073970371    1.073849392    1.010662931
    4.744744745    1.076691210    1.076569622    1.010686014
    4.759759760    1.079628853    1.079506623    1.010709312
    4.774774775    1.082809597    1.082686690    1.010732827
    4.789789790    1.086264032    1.086140410    1.010756564
    4.804804805    1.090027913    1.089903536    1.010780524
    4.819819820    1.094143247    1.094018068    1.010804713
    4.834834835    1.098659627    1.098533598    1.010829133
    4.849849850    1.103635911    1.103508978    1.010853788
    4.864864865    1.109142287    1.109014393    1.010878683
    4.879879880    1.115262831    1.115133912    1.010903821
    4.894894895    1.122098623    1.121968608    1.010929206
    4.909909910    1.129771426    1.129640237    1.010954843
    4.924924925    1.138427802    1.138295343    1.010980735
    4.939939940    1.148243087    1.148109239    1.011006888
    4.954954955    1.159423715    1.159288301    1.011033306
    4.969969970    1.172204007    1.172066739    1.011059994
    4.984984985    1.186828142    1.186688473    1.011086957
    5.000000000    1.203494985    1.203351787    1.011114199
    5.015015015    1.222212456    1.222063242    1.011141727
    5.030030030    1.242434374    1.242273491    1.011169545
    5.045045045    1.262186927    1.262001570    1.011197660
    5.060060060    1.276089682    1.275852924    1.011226077
    5.075075075    1.271575647    1.271244772    1.011254803
    5.090090090    1.225298398    1.224867044    1.011283843
    5.105105105    1.113712555    1.113364895    1.011313205
    5.120120120    0.954788836    0.954791172    1.011342894
    5.135135135    0.818722474    0.818934450    1.011372919
    5.150150150    0.748569827    0.748724706    1.011403287
    5.165165165    0.731037438    0.731085697    1.011434005
    5.180180180    0.739783947    0.739765667    1.011465082
    5.195195195    0.758179318    0.758128272    1.011496525
    5.210210210    0.778580641    0.778514087    1.011528344
    5.225225225    0.798004265    0.797929964    1.011560548
    5.240240240    0.815492937    0.815414299    1.011593146
    5.255255255    0.830899965    0.830818521    1.011626149
    5.270270270    0.844374792    0.844291266    1.011659567
    5.285285285    0.856153733    0.856068497    1.011693411
    5.300300300    0.866478463    0.866391734    1.011727693
    5.315315315    0.875567242    0.875479163    1.011762425
    5.330330330    0.883607492    0.883518171    1.011797620
    5.345345345    0.890756612    0.890666137    1.011833291
    5.360360360    0.897145574    0.897054021    1.011869455
    5.375375375    0.902883090    0.902790529    1.011906124
    5.390390390    0.908059493    0.907965985    1.011943317
    5.405405405    0.912750075    0.912655678    1.011981050
    5.420420420    0.917017861    0.916922625    1.012019341
    5.435435435    0.920915852    0.920819827    1.012058212
    5.450450450    0.924488850    0.924392079    1.012097681
    5.465465465    0.927774917    0.927677440    1.012137774
    5.480480480    0.930806552    0.930708406    1.012178513
    5.495495495    0.933611640    0.933512860    1.012219925
    5.510510511    0.936214223    0.936114839    1.012262040
    5.525525526    0.938635122    0.938535164    1.012304887
    5.540540541    0.940892451    0.940791945    1.012348501
    5.555555556    0.943002031    0.942901002    1.012392919
    5.570570571    0.944977736    0.944876207    1.012438182
    5.585585586    0.946831784    0.946729775    1.012484334
    5.600600601    0.948574965    0.948472496    1.012531426
    5.615615616    0.950216847    0.950113937    1.012579513
    5.630630631    0.951765942    0.951662607    1.012628658
    5.645645646    0.953229843    0.953126099    1.012678932
    5.660660661    0.954615346    0.954511207    1.012730413
    5.675675676    0.955928548    0.955824029    1.012783193
    5.690690691    0.957174938    0.957070052    1.012837376
    5.705705706    0.958359468    0.958254226    1.012893085
    5.720720721    0.959486615    0.959381030    1.012950459
    5.735735736    0.960560439    0.960454521    1.013009664
    5.750750751    0.961584630    0.961478389    1.013070893
    5.765765766    0.962562545    0.962455992    1.013134372
    5.780780781    0.963497251    0.963390394    1.013200366
    5.795795796    0.964391549    0.964284398    1.013269180
    5.810810811    0.965248006    0.965140569    1.013341143
    5.825825826    0.966068979    0.965961263    1.013416582
    5.840840841    0.966856632    0.966748645    1.013495709
    5.855855856    0.967612960    0.967504710    1.013578365
    5.870870871    0.968339802    0.968231296    1.013663374
    5.885885886    0.969038859    0.968930104    1.013747030
    5.900900901    0.969711701    0.969602704    1.013819864
    5.915915916    0.970359788    0.970250554    1.013861620
    5.930930931    0.970984469    0.970875006    1.013841827
    5.945945946    0.971587001    0.971477314    1.013749894
    5.960960961    0.972168553    0.972058649    1.013642215
    5.975975976    0.972730213    0.972620097    1.013596494
    5.990990991    0.973272996    0.973162674    1.013626388
    6.006006006    0.973797850    0.973687328    1.013703467
    6.021021021    0.974305663    0.974194946    1.013802340
    6.036036036    0.974797262    0.974686356    1.013909874
    6.051051051    0.975273426    0.975162337    1.014020673
    6.066066066    0.975734883    0.975623615    1.014132963
    6.081081081    0.976182318    0.976070877    1.014246492
    6.096096096    0.976616373    0.976504764    1.014361619
    6.111111111    0.977037653    0.976925883    1.014478935
    6.126126126    0.977446729    0.977334802    1.014599124
    6.141141141    0.977844137    0.977732058    1.014722909
    6.156156156    0.978230382    0.978118158    1.014851044
    6.171171171    0.978605945    0.978493580    1.014984325
    6.186186186    0.978971275    0.978858775    1.015123606
    6.201201201    0.979326800    0.979214171    1.015269822
    6.216216216    0.979672925    0.979560173    1.015424015
    6.231231231    0.980010031    0.979897162    1.015587362
    6.246246246    0.980338484    0.980225502    1.015761218
    6.261261261    0.980658625    0.980545538    1.015947151
    6.276276276    0.980970783    0.980857596    1.016147003
    6.291291291    0.981275267    0.981161988    1.016362950
    6.306306306    0.981572374    0.981459007    1.016597584
    6.321321321    0.981862383    0.981748936    1.016854006
    6.336336336    0.982145562    0.982032042    1.017135935
    6.351351351    0.982422166    0.982308579    1.017447827
    6.366366366    0.982692438    0.982578791    1.017794984
    6.381381381    0.982956608    0.982842910    1.018183574
    6.396396396    0.983214899    0.983101156    1.018620451
    6.411411411    0.983467521    0.983353741    1.019112382
    6.426426426    0.983714676    0.983600868    1.019663859
    6.441441441    0.983956557    0.983842729    1.020271465
    6.456456456    0.984193349    0.984079509    1.020909990
    6.471471471    0.984425229    0.984311386    1.021499546
    6.486486486    0.984652366    0.984538529    1.021833917
    6.501501502    0.984874922    0.984761101    1.021460241
    6.516516517    0.985093053    0.984979258    1.019645453
    6.531531532    0.985306908    0.985193150    1.015971261
    6.546546547    0.985516632    0.985402921    1.011564734
    6.561561562    0.985722365    0.985608711    1.008419179
    6.576576577    0.985924239    0.985810655    1.007124095
    6.591591592    0.986122382    0.986008881    1.007041857
    6.606606607    0.986316918    0.986203511    1.007502027
    6.621621622    0.986507965    0.986394666    1.008134563
    6.636636637    0.986695638    0.986582461    1.008774537
    6.651651652    0.986880048    0.986767006    1.009358225
    6.666666667    0.987061301    0.986948410    1.009878225
    6.681681682    0.987239502    0.987126777    1.010355822
    6.696696697    0.987414750    0.987302208    1.010806292
    6.711711712    0.987587143    0.987474801    1.011231874
    6.726726727    0.987756775    0.987644650    1.011632967
    6.741741742    0.987923737    0.987811849    1.012012363
    6.756756757    0.988088119    0.987976487    1.012374315
    6.771771772    0.988250006    0.988138650    1.012723023
    6.786786787    0.988409482    0.988298426    1.013061090
    6.801801802    0.988566631    0.988455895    1.013386908
    6.816816817    0.988721531    0.988611141    1.013688877
    6.831831832    0.988874262    0.988764242    1.013932946
    6.846846847    0.989024900    0.988915277    1.014041861
    6.861861862    0.989173520    0.989064322    1.013890399
    6.876876877    0.989320196    0.989211453    1.013411172
    6.891891892    0.989465002    0.989356743    1.012805609
    6.906906907    0.989608008    0.989500267    1.012416137
    6.921921922    0.989749285    0.989642097    1.012338260
    6.936936937    0.989888904    0.989782306    1.012461011
    6.951951952    0.990026935    0.989920964    1.012670936
    6.966966967    0.990163447    0.990058144    1.012906623
    6.981981982    0.990298508    0.990193917    1.013141905
    6.996996997    0.990432189    0.990328356    1.013367376
    7.012012012    0.990564558    0.990461532    1.013580649
    7.027027027    0.990695686    0.990593518    1.013782046
    7.042042042    0.990825643    0.990724389    1.013972808
    7.057057057    0.990954502    0.990854220    1.014154375
    7.072072072    0.991082334    0.990983087    1.014328120
    7.087087087    0.991209215    0.991111070    1.014495260
    7.102102102    0.991335222    0.991238249    1.014656843
    7.117117117    0.991460432    0.991364708    1.014813765
    7.132132132    0.991584929    0.991490536    1.014966781
    7.147147147    0.991708797    0.991615821    1.015116540
    7.162162162    0.991832125    0.991740661    1.015263592
    7.177177177    0.991955006    0.991865156    1.015408416
    7.192192192    0.992077540    0.991989411    1.015551422
    7.207207207    0.992199832    0.992113542    1.015692971
    7.222222222    0.992321993    0.992237669    1.015833382
    7.237237237    0.992444145    0.992361923    1.015972936
    7.252252252    0.992566416    0.992486447    1.016111885
    7.267267267    0.992688950    0.992611394    1.016250457
    7.282282282    0.992811900    0.992736933    1.016388858
    7.297297297    0.992935436    0.992863250    1.016527277
    7.312312312    0.993059746    0.992990552    1.016665888
    7.327327327    0.993185040    0.993119067    1.016804854
    7.342342342    0.993311551    0.993249052    1.016944325
    7.357357357    0.993439544    0.993380798    1.017084444
    7.372372372    0.993569317    0.993514634    1.017225347
    7.387387387    0.993701212    0.993650933    1.017367162
    7.402402402    0.993835620    0.993790127    1.017510014
    7.417417417    0.993972995    0.993932714    1.017654021
    7.432432432    0.994113864    0.994079272    1.017799301
    7.447447447    0.994258843    0.994230479    1.017945967
    7.462462462    0.994408660    0.994387132    1.018094130
    7.477477477    0.994564176    0.994550175    1.018243902
    7.492492492    0.994726417    0.994720732    1.018395390
    7.507507508    0.994896607    0.994900144    1.018548705
    7.522522523    0.995076213    0.995090014    1.018703954
    7.537537538    0.995266982    0.995292253    1.018861248
    7.552552553    0.995470974    0.995509110    1.019020697
    7.567567568    0.995690546    0.995743163    1.019182413
    7.582582583    0.995928228    0.995997179    1.019346508
    7.597597598    0.996186295    0.996273660    1.019513099
    7.612612613    0.996465617    0.996573608    1.019682303
    7.627627628    0.996762760    0.996893405    1.019854241
    7.642642643    0.997062952    0.997217258    1.020029036
    7.657657658    0.997323865    0.997499780    1.020206816
    7.672672673    0.997442993    0.997631096    1.020387713
    7.687687688    0.997217587    0.997394753    1.020571862
    7.702702703    0.996400186    0.996530360    1.020759403
    7.717717718    0.995048994    0.995110056    1.020950483
    7.732732733    0.993780699    0.993794298    1.021145253
    7.747747748    0.993118744    0.993128687    1.021343869
    7.762762763    0.993015848    0.993055119    1.021546497
    7.777777778    0.993214711    0.993300220    1.021753308
    7.792792793    0.993529992    0.993666697    1.021964482
    7.807807808    0.993861565    0.994041534    1.022180205
    7.822822823    0.994142271    0.994334232    1.022400674
    7.837837838    0.994297360    0.994425970    1.022626097
    7.852852853    0.994250822    0.994185935    1.022856691
    7.867867868    0.994029813    0.993649859    1.023092684
    7.882882883    0.993828355    0.993143657    1.023334317
    7.897897898    0.993799066    0.992938104    1.023581845
    7.912912913    0.993923210    0.993007614    1.023835536
    7.927927928    0.994125467    0.993221044    1.024095676
    7.942942943    0.994354770    0.993487120    1.024362566
    7.957957958    0.994587674    0.993762965    1.024636525
    7.972972973    0.994815667    0.994032232    1.024917893
    7.987987988    0.995036803    0.994290318    1.025207033
    8.003003003    0.995251766    0.994537349    1.025504329
    8.018018018    0.995462222    0.994775218    1.025810193
    8.033033033    0.995670171    0.995006386    1.026125063
    8.048048048    0.995877719    0.995233444    1.026449408
    8.063063063    0.996087023    0.995458984    1.026783734
    8.078078078    0.996300324    0.995685601    1.027128579
    8.093093093    0.996519999    0.995915946    1.027484524
    8.108108108    0.996748639    0.996152804    1.027852194
    8.123123123    0.996989121    0.996399179    1.028232265
    8.138138138    0.997244673    0.996658356    1.028625464
    8.153153153    0.997518873    0.996933921    1.029032582
    8.168168168    0.997815508    0.997229630    1.029454472
    8.183183183    0.998138039    0.997548919    1.029892067
    8.198198198    0.998488132    0.997893547    1.030346378
    8.213213213    0.998861924    0.998260116    1.030818512
    8.228228228    0.999240929    0.998631601    1.031309680
    8.243243243    0.999570914    0.998957652    1.031821209
    8.258258258    0.999718588    0.999114131    1.032354559
    8.273273273    0.999413739    0.998848714    1.032911340
    8.288288288    0.998302704    0.997829257    1.033493333
    8.303303303    0.996400367    0.996064815    1.034102514
    8.318318318    0.994518130    0.994312587    1.034741081
