0.06 -4.18282666
0.07 -4.18297515
0.08 -4.18315979
0.09 -4.18336422
0.10 -4.18357402
0.11 -4.18378019
0.12 -4.18398165
0.13 -4.18418389
0.14 -4.18439579
0.15 -4.18462689
