0.06 -4.18351829
0.07 -4.18356919
0.08 -4.18363914
0.09 -4.18372667
0.10 -4.18382986
0.11 -4.18394851
0.12 -4.18408449
0.13 -4.18424129
0.14 -4.18442332
0.15 -4.18463543
