0.06 -4.18345649
0.07 -4.18348224
0.08 -4.18355763
0.09 -4.18366257
0.10 -4.18378374
0.11 -4.18391621
0.12 -4.18406117
0.13 -4.18422312
0.14 -4.18440783
0.15 -4.18462121
