0.06 -4.18351805
0.07 -4.18355596
0.08 -4.18361967
0.09 -4.18370449
0.10 -4.18380651
0.11 -4.18392459
0.12 -4.18406024
0.13 -4.18421679
0.14 -4.18439862
0.15 -4.18461056
